Score,Ranked,Genres,Type,Episodes,Diffusion started,Diffusion ended,Season diffused,Producers,Licensors,Studios,Source,Rating,Members,Favorites,Watching,Completed,On-Hold,Dropped,Plan to Watch,Year
7.29,1569,"Mystery, Horror, Psychological, School",TV,13.0,2013-07-05,2013-09-27,Summer 2013,"Geneon Universal Entertainment, Studio Hibari, Mainichi Broadcasting System, Showgate",Funimation,Lerche,Game,R - 17+ (violence & profanity),689579,8226,25858,515794.0,12054,19032.0,116841.0,2013.0
7.29,1570,"Action, Military, Fantasy, Mecha, Shounen",TV,12.0,2014-04-06,2014-06-22,Spring 2014,"Bandai Visual, Lantis, Showgate",Unknown,"Production I.G, Xebec",Manga,R - 17+ (violence & profanity),79938,193,3974,44198.0,2384,2784.0,26598.0,2014.0
7.29,1571,"Action, Adventure, Comedy, Romance, Fantasy",TV,12.0,2014-04-10,2014-06-26,Spring 2014,"Kadokawa Shoten, flying DOG, Fujimi Shobo",Sentai Filmworks,Bones,Light novel,R - 17+ (violence & profanity),309823,775,16394,191130.0,9551,11371.0,81377.0,2014.0
7.29,1572,"Comedy, Historical, Parody",ONA,15.0,2015-07-03,2015-10-09,Summer 2015,Frontier Works,Funimation,Studio Deen,Manga,PG-13 - Teens 13 or older,33910,316,1678,21144.0,1009,738.0,9341.0,2015.0
7.29,1573,"Action, Military, Sci-Fi, Mecha",TV,24.0,2015-10-03,2016-03-26,Fall 2015,"Movic, Magic Capsule, Warner Bros. Japan, KlockWorx, ASCII Media Works, Showgate, GREE",Funimation,"J.C.Staff, SANZIGEN",Light novel,PG-13 - Teens 13 or older,128848,414,11617,59739.0,6689,13115.0,37688.0,2015.0
7.29,1574,"Action, Supernatural, Ecchi, Vampire, Fantasy, School, Shounen",OVA,2.0,2015-11-25,2015-12-23,Fall 2015,"Movic, Warner Bros. Japan, KlockWorx, ASCII Media Works, Hakuhodo DY Music & Pictures",Unknown,"Barnum Studio, SILVER LINK., Connect",Light novel,R+ - Mild Nudity,73135,96,2200,54291.0,751,467.0,15426.0,2015.0
7.29,1575,"Action, Horror, Mystery, Seinen, Supernatural",Movie,1.0,2016-05-06,2016-05-06,Spring 2016,TOHO animation,Sentai Filmworks,Polygon Pictures,Manga,R - 17+ (violence & profanity),21882,14,548,7471.0,405,456.0,13002.0,2016.0
7.29,1576,"Action, Fantasy, Magic, School",ONA,12.0,2016-09-02,2016-11-04,Summer 2016,"Tencent Penguin Pictures, China Literature Limited",Unknown,Shanghai Foch Film Culture Investment,Novel,PG-13 - Teens 13 or older,85118,460,4823,55523.0,1122,2058.0,21592.0,2016.0
7.29,1578,"Slice of Life, Drama, Romance, School",TV,12.0,2017-10-05,2017-12-28,Fall 2017,"Sotsu, AT-X, BS Fuji, NBCUniversal Entertainment Japan, Tokyo MX, Moonbell, INCS toenter",Sentai Filmworks,Pine Jam,Original,PG-13 - Teens 13 or older,218640,1056,16249,106606.0,6688,10766.0,78331.0,2017.0
7.28,1579,"Sci-Fi, Fantasy, Mecha",OVA,1.0,1987-07-21,1987-07-21,Summer 1987,Unknown,Discotek Media,APPP,Original,PG-13 - Teens 13 or older,16702,86,497,8075.0,267,152.0,7711.0,1987.0
7.28,1580,"Action, Adventure, Mystery, Comedy, Seinen",Movie,1.0,1987-12-26,1987-12-26,Fall 1987,Toho,"AnimEigo, Discotek Media",Tokyo Movie Shinsha,Manga,PG-13 - Teens 13 or older,7906,4,131,5146.0,100,90.0,2439.0,1987.0
7.28,1581,"Adventure, Comedy, Fantasy, Historical, Kids, Shounen",Movie,1.0,2000-03-04,2000-03-04,Winter 2000,Unknown,Unknown,Shin-Ei Animation,Unknown,PG - Children,5725,3,49,5116.0,36,92.0,432.0,2000.0
7.28,1582,"Adventure, Comedy, Drama, Kids, Sci-Fi",Movie,1.0,2001-03-03,2001-03-03,Winter 2001,Bandai,Saban Brands,Toei Animation,Original,PG - Children,45916,40,326,40278.0,212,0.0,4901.0,2001.0
7.28,1583,"Action, Sci-Fi, Adventure, Mecha, Shounen",TV,50.0,2001-10-14,2003-08-27,Fall 2001,"TV Tokyo, Avex Entertainment","Sony Pictures Entertainment, Discotek Media","Shaft, Brain's Base, Japan Vistec",Manga,PG-13 - Teens 13 or older,25836,173,1312,11936.0,2368,2219.0,8001.0,2001.0
7.28,1584,"Comedy, Drama, Romance, Ecchi, Shounen",TV,13.0,2004-04-04,2004-06-27,Spring 2004,"Bandai Visual, Lantis","Media Blasters, NYAV Post",Studio Pierrot,Manga,R+ - Mild Nudity,136704,603,3958,97410.0,3158,4179.0,27999.0,2004.0
7.28,1585,"Action, Adventure, Drama, Mecha, Sci-Fi, Shounen",TV,26.0,2005-07-04,2005-12-26,Summer 2005,Studio Tulip,"Funimation, Geneon Entertainment USA",AIC ASTA,Original,PG-13 - Teens 13 or older,65323,327,3096,35795.0,3565,3586.0,19281.0,2005.0
7.28,1586,"Action, Space, Mecha, Romance, Military, Drama, Sci-Fi",Special,4.0,2006-05-02,2006-05-02,Spring 2006,Mainichi Broadcasting System,Bandai Entertainment,Sunrise,Original,R - 17+ (violence & profanity),10150,29,211,6902.0,187,181.0,2669.0,2006.0
7.28,1587,"Sci-Fi, Comedy, Mecha",TV,12.0,2007-05-02,2008-04-13,Spring 2007,Unknown,Unknown,Production I.G,Manga,PG - Children,10931,7,201,5251.0,215,0.0,5045.0,2007.0
7.28,1588,"Adventure, Historical, Magic, Romance, Fantasy, Shoujo",TV,12.0,2008-09-29,2008-12-24,Summer 2008,Unknown,Discotek Media,Artland,Light novel,PG-13 - Teens 13 or older,102568,618,4508,62792.0,3594,3992.0,27682.0,2008.0
7.28,1589,"Comedy, Ecchi, Fantasy, Harem, Magic",Special,1.0,2008-12-25,2008-12-25,Fall 2008,Unknown,Sentai Filmworks,J.C.Staff,Light novel,PG-13 - Teens 13 or older,79198,148,1021,65735.0,564,383.0,11495.0,2008.0
7.28,1590,"Action, Sci-Fi, Comedy, Super Power, Ecchi, Seinen",TV,24.0,2009-07-03,2009-12-11,Summer 2009,"Avex Entertainment, Lantis",Sentai Filmworks,Madhouse,Manga,R - 17+ (violence & profanity),126334,557,6497,69741.0,5214,8017.0,36865.0,2009.0
7.28,1591,"Comedy, School",Special,25.0,2010-01-27,2010-07-23,Winter 2010,Unknown,Unknown,Studio Pierrot,Original,PG-13 - Teens 13 or older,9066,9,349,3661.0,504,320.0,4232.0,2010.0
7.28,1592,"Action, Comedy, Martial Arts",TV,12.0,2011-10-09,2011-12-25,Fall 2011,"Pony Canyon, AT-X, Magic Capsule, Bulls Eye",Funimation,David Production,Light novel,PG-13 - Teens 13 or older,267602,1084,11438,180222.0,7762,10559.0,57621.0,2011.0
7.28,1593,"Sci-Fi, Comedy, Parody",TV,12.0,2013-04-08,2013-07-01,Spring 2013,"Avex Entertainment, Sotsu, DIVE II Entertainment","NIS America, Inc.",Xebec,Light novel,PG-13 - Teens 13 or older,147938,307,5869,104404.0,3528,0.0,30617.0,2013.0
7.28,1594,"Action, Game, Mystery, Shounen",TV,25.0,2013-10-06,2014-03-23,Fall 2013,NHK,Sentai Filmworks,Sunrise,Original,PG-13 - Teens 13 or older,31633,43,1597,16537.0,1353,1269.0,10877.0,2013.0
7.28,1595,"Action, Adventure, Comedy, Fantasy, Kids",TV,93.0,2013-10-17,2015-10-22,Fall 2013,TV Tokyo,The Pokemon Company International,OLM,Game,PG - Children,104814,448,7725,75343.0,5686,7026.0,9034.0,2013.0
7.28,1596,"Sci-Fi, Comedy, Seinen",Movie,1.0,2014-04-19,2014-04-19,Spring 2014,"Futabasha, Imagine",Unknown,Shin-Ei Animation,Manga,G - All Ages,2943,8,63,2231.0,35,77.0,537.0,2014.0
7.28,1597,"Romance, School",Movie,1.0,2016-04-23,2016-04-23,Spring 2016,"Aniplex, Dentsu, Kadokawa Shoten, Movic, Fuji TV, Milestone Music Publishing, Lawson, Music Ray'n",Aniplex of America,Qualia Animation,Music,PG-13 - Teens 13 or older,142882,459,5055,83170.0,1524,806.0,52327.0,2016.0
7.28,1598,"Action, Comedy, Ecchi, Fantasy, Harem, Magic, Romance, School, Shounen",Movie,1.0,2017-02-25,2017-02-25,Winter 2017,"Sotsu, Avex Pictures",Unknown,Seven Arcs Pictures,Manga,PG-13 - Teens 13 or older,124526,250,2620,89690.0,880,510.0,30826.0,2017.0
7.28,1599,"Adventure, Fantasy, Magic",Movie,1.0,2017-07-08,2017-07-08,Summer 2017,"Khara, Dentsu, Yomiuri Telecasting, Toho, Nippon Television Network, Amuse, Hakuhodo DY Media Partners, Lawson, Kadokawa, Sapporo Television Broadcasting, Miyagi Television Broadcasting, Shizuoka Daiichi Television, Chukyo TV Broadcasting, Hiroshima Television, Fukuoka Broadcasting System, LINE Corporation, Walt Disney Japan, KEN ON, D.N. Dream Partners, Yomiuri Shimbun",GKIDS,Studio Ponoc,Book,G - All Ages,67695,107,1178,46378.0,485,0.0,19375.0,2017.0
7.28,1600,"Comedy, Slice of Life, Sports",TV,13.0,2018-04-02,2018-06-18,Spring 2018,"Lantis, TOHO animation, Kansai Telecasting, Cygames",Unknown,P.A. Works,Game,PG-13 - Teens 13 or older,82647,296,9637,35957.0,3331,5819.0,27903.0,2018.0
7.28,1601,"Action, Comedy, Demons, Ecchi, Harem, Romance, School",TV,12.0,2018-04-17,2018-07-03,Spring 2018,AT-X,Funimation,Passione,Light novel,R+ - Mild Nudity,309467,2264,22899,202846.0,7545,11680.0,64497.0,2018.0
7.28,1602,"Slice of Life, Comedy",ONA,1.0,2018-12-20,2018-12-20,Fall 2018,"Sanrio, Netflix",Unknown,Fanworks,Other,PG-13 - Teens 13 or older,35318,23,309,32018.0,88,87.0,2816.0,2018.0
7.28,1603,"Comedy, Shounen",Special,1.0,2018-12-27,2018-12-27,Fall 2018,Unknown,Unknown,David Production,Manga,PG-13 - Teens 13 or older,35267,9,510,29484.0,216,0.0,4967.0,2018.0
7.28,1604,"Comedy, Historical, Seinen, Slice of Life",Movie,1.0,2019-02-16,2019-02-16,Winter 2019,Sotsu,Unknown,Tear Studio,Manga,PG-13 - Teens 13 or older,15441,47,341,7795.0,151,86.0,7068.0,2019.0
7.27,1605,"Adventure, Drama, Historical, Slice of Life",TV,50.0,1981-01-04,1981-12-27,Winter 1981,Unknown,Unknown,Nippon Animation,Novel,G - All Ages,4403,17,180,2418.0,159,0.0,1468.0,1981.0
7.27,1606,"Comedy, Parody, Romance, School, Shounen",TV,86.0,1985-10-20,1987-10-03,Fall 1985,"Studio Comet, Tsuchida Productions",Unknown,Unknown,Manga,Unknown,2755,21,155,985.0,190,0.0,1211.0,1985.0
7.27,1607,"Action, Adventure, Historical, Martial Arts, Shounen",TV,20.0,1988-07-02,1988-12-24,Summer 1988,"Ashi Production, Studio Jack",Unknown,Production Reed,Manga,PG-13 - Teens 13 or older,3560,10,121,2222.0,92,124.0,0.0,1988.0
7.27,1608,"Action, Kids, Adventure, Comedy",TV,39.0,1989-10-19,1990-08-26,Fall 1989,Unknown,Unknown,"Tatsunoko Production, Production Reed, Asahi Production",Original,PG-13 - Teens 13 or older,1697,15,65,890.0,80,0.0,532.0,1989.0
7.27,1609,"Action, Comedy, Police, Seinen",OVA,3.0,1995-11-01,1996-09-01,Fall 1995,"VAP, TBS, Kodansha","ADV Films, AnimEigo",OLM,Manga,PG-13 - Teens 13 or older,33519,237,1090,19204.0,497,333.0,12395.0,1995.0
7.27,1610,"Adventure, Drama, Fantasy, Historical, Martial Arts, Romance, Shoujo",OVA,6.0,1997-05-25,1998-10-25,Spring 1997,Unknown,"Media Blasters, Geneon Entertainment USA",Studio Pierrot,Manga,PG-13 - Teens 13 or older,17853,77,311,13694.0,297,201.0,3350.0,1997.0
7.27,1611,"Horror, Josei, Mystery, Supernatural",TV,4.0,1999-03-02,1999-03-23,Winter 1999,"Trans Arts, TBS","Sentai Filmworks, Urban Vision",Madhouse,Manga,R - 17+ (violence & profanity),51510,339,1158,33334.0,817,833.0,15368.0,1999.0
7.27,1612,"Adventure, Comedy, Fantasy, Romance, Shounen",TV,51.0,2001-10-13,2002-09-28,Fall 2001,"TBS, Kodansha",Tokyopop,Studio Deen,Manga,PG-13 - Teens 13 or older,84354,381,5072,40997.0,6578,0.0,24720.0,2001.0
7.27,1613,"Action, Mystery, Police, Supernatural, Drama, Magic",TV,26.0,2002-07-02,2002-12-24,Summer 2002,"TV Tokyo, Bandai Visual, Dentsu, Victor Entertainment","Funimation, Bandai Entertainment",Sunrise,Original,PG-13 - Teens 13 or older,94683,587,4300,46165.0,5121,5378.0,33719.0,2002.0
7.27,1614,"Adventure, Comedy, Fantasy, Kids",Movie,1.0,2003-03-08,2003-03-08,Winter 2003,Unknown,Unknown,Shin-Ei Animation,Unknown,PG - Children,5502,3,54,4824.0,39,0.0,492.0,2003.0
7.27,1615,"Action, Adventure, Fantasy, Comedy",TV,50.0,2004-04-04,2005-03-27,Spring 2004,Unknown,Unknown,Gallop,Unknown,G - All Ages,2327,40,154,958.0,128,206.0,881.0,2004.0
7.27,1616,"Comedy, Kids, Sci-Fi, Shounen",Movie,1.0,2006-03-11,2006-03-11,Winter 2006,Unknown,Unknown,Sunrise,Manga,PG - Children,5523,21,82,4203.0,62,70.0,1106.0,2006.0
7.27,1617,"Action, Sci-Fi, Super Power",TV,24.0,2006-04-06,2006-09-21,Spring 2006,"GDH, SKY Perfect Well Think, Sotsu Music Publishing",Funimation,Gonzo,Other,R - 17+ (violence & profanity),97248,571,5192,51336.0,4803,5244.0,30673.0,2006.0
7.27,1618,"Action, Magic",OVA,4.0,2006-11-24,2007-08-24,Fall 2006,"Bandai Visual, Lantis","Funimation, Bandai Entertainment",Sunrise,Original,R+ - Mild Nudity,17659,28,354,13470.0,391,247.0,3197.0,2006.0
7.27,1619,"Mystery, Shounen",Special,2.0,2007-11-12,2007-11-19,Fall 2007,"Dentsu, Magic Bus, YTV",Unknown,Toei Animation,Manga,PG-13 - Teens 13 or older,2082,7,74,1048.0,52,0.0,857.0,2007.0
7.27,1620,"Sports, Drama, Seinen",Special,1.0,2008-02-27,2008-02-27,Winter 2008,Unknown,Funimation,A-1 Pictures,Manga,G - All Ages,11496,12,88,9557.0,78,0.0,1686.0,2008.0
7.27,1621,"Action, Sci-Fi, Super Power, Supernatural, Seinen",TV,13.0,2009-07-04,2009-09-26,Summer 2009,"Lantis, Pony Canyon, Magic Capsule, Bushiroad, Showgate, Good Smile Company",Sentai Filmworks,P.A. Works,Visual novel,R - 17+ (violence & profanity),187094,879,9203,92475.0,7784,0.0,70196.0,2009.0
7.27,1622,"Ecchi, Slice of Life, Comedy, Harem, Romance, School",TV,12.0,2011-10-07,2011-12-23,Fall 2011,"AIC, Media Factory, TBS, Bushiroad, Bandai Namco Games, Good Smile Company",Funimation,AIC Build,Light novel,R+ - Mild Nudity,637856,3784,21651,475182.0,10908,15367.0,114748.0,2011.0
7.27,1623,"Comedy, Horror, Supernatural, Romance, Ecchi, Shounen",Special,1.0,2012-11-30,2012-11-30,Fall 2012,"Lantis, Pony Canyon, TBS, Kodansha, BS-TBS",Funimation,Studio Deen,Manga,R+ - Mild Nudity,69413,38,970,56990.0,500,250.0,10703.0,2012.0
7.27,1624,"Action, Sci-Fi, Mecha",TV,25.0,2014-10-08,2015-04-01,Fall 2014,"TV Tokyo, Sotsu",Nozomi Entertainment,Sunrise,Original,G - All Ages,34746,111,1961,25269.0,902,1126.0,5488.0,2014.0
7.27,1625,"Action, Mecha, Military",Movie,1.0,2015-07-04,2015-07-04,Summer 2015,"Bandai Visual, Bandai, Bandai Namco Entertainment, Hakuhodo DY Media Partners",Funimation,Sunrise,Original,R - 17+ (violence & profanity),81650,77,1210,51838.0,748,424.0,27430.0,2015.0
7.27,1626,"Action, Drama, Fantasy",TV,25.0,2015-10-04,2016-03-27,Fall 2015,"KlockWorx, Toranoana, AQUAPLUS, ensky, King Records",Sentai Filmworks,White Fox,Visual novel,PG-13 - Teens 13 or older,91255,368,8817,45155.0,5044,6876.0,25363.0,2015.0
7.27,1627,"Sci-Fi, Mystery, Psychological",TV,11.0,2015-10-09,2015-12-18,Fall 2015,"Aniplex, Dentsu, Fuji TV, Kyoraku Industrial Holdings, Kansai Telecasting",Sentai Filmworks,A-1 Pictures,Novel,R - 17+ (violence & profanity),138962,637,7929,69992.0,5578,8366.0,47097.0,2015.0
7.27,1628,"Action, Military, Sci-Fi, Music, Space, Romance, Mecha",TV,26.0,2016-04-03,2016-09-25,Spring 2016,"Bandai Visual, Big West, flying DOG, Techno Sound",Unknown,Satelight,Original,PG-13 - Teens 13 or older,62280,428,7064,24479.0,3032,3961.0,23744.0,2016.0
7.27,1629,"Action, Adventure, Magic, Fantasy",Special,1.0,2016-07-03,2016-07-03,Summer 2016,Unknown,Funimation,ufotable,Game,PG-13 - Teens 13 or older,53736,29,1266,41682.0,417,0.0,10046.0,2016.0
7.27,1630,"Comedy, Dementia, Parody",TV,12.0,2018-01-07,2018-03-25,Winter 2018,King Records,"Funimation, Sentai Filmworks",Kamikaze Douga,4-koma manga,PG-13 - Teens 13 or older,168467,1077,20586,84386.0,10347,19383.0,33765.0,2018.0
7.27,1631,Romance,ONA,10.0,2018-01-12,2018-02-23,Winter 2018,Unknown,Unknown,"LICO, Red Dog Culture House",Original,PG-13 - Teens 13 or older,2477,5,78,1807.0,31,20.0,541.0,2018.0
7.27,1632,"Action, Supernatural",ONA,5.0,2019-12-28,2020-01-18,Fall 2019,Unknown,bilibili,L²Studio,Manga,PG-13 - Teens 13 or older,2073,6,326,479.0,77,0.0,1138.0,2019.0
7.27,1633,"Action, Adventure, Fantasy",ONA,16.0,2020-07-11,2020-10-03,Summer 2020,Unknown,Unknown,CG Year,Novel,PG-13 - Teens 13 or older,1325,14,251,665.0,25,65.0,0.0,2020.0
7.27,1634,Sports,TV,11.0,2020-10-11,2020-12-20,Fall 2020,Unknown,Funimation,MAPPA,Original,PG-13 - Teens 13 or older,34725,103,5120,11703.0,1106,0.0,14064.0,2020.0
7.266666666666667,1635,"Action, Adventure, Comedy, Parody, Fantasy",Movie,1.0,2017-08-18,2017-08-18,Summer 2017,Unknown,Unknown,L²Studio,Web manga,PG-13 - Teens 13 or older,203,0,11,50.0,7,22.0,113.0,2017.0
7.26,1636,"Action, Drama, Shounen, Sports",TV,105.0,1969-10-02,1971-09-30,Fall 1969,Unknown,Unknown,Toei Animation,Manga,PG-13 - Teens 13 or older,7844,58,322,4111.0,273,0.0,2664.0,1969.0
7.26,1637,"Action, Drama, Mecha, Sci-Fi, Shounen",TV,92.0,1972-12-03,1974-09-01,Fall 1972,Dynamic Planning,Discotek Media,Toei Animation,Manga,PG-13 - Teens 13 or older,12837,107,819,5913.0,797,824.0,4484.0,1972.0
7.26,1638,"Adventure, Comedy, Shounen",Movie,1.0,1991-11-02,1991-11-02,Fall 1991,Fuji TV,VIZ Media,Unknown,Manga,PG-13 - Teens 13 or older,18206,21,204,14906.0,171,105.0,2820.0,1991.0
7.26,1639,"Adventure, Comedy, Drama, Mecha, Sci-Fi",TV,26.0,2000-07-21,2001-02-09,Summer 2000,Bandai Visual,Tokyopop,Sunrise,Original,PG-13 - Teens 13 or older,10337,121,461,2933.0,489,464.0,5990.0,2000.0
7.26,1640,Comedy,TV,26.0,2000-11-26,2001-05-29,Fall 2000,"Genco, Animax",Unknown,Shaft,Original,Unknown,2864,17,118,1562.0,129,191.0,864.0,2000.0
7.26,1641,"Sci-Fi, Comedy, Sports, Drama, Shounen",TV,26.0,2001-04-01,2001-09-23,Spring 2001,TV Tokyo Music,"ADV Films, Sentai Filmworks",Bones,Manga,PG-13 - Teens 13 or older,51022,290,1653,32978.0,2615,2852.0,10924.0,2001.0
7.26,1642,"Comedy, Parody, Ecchi, Fantasy",TV,13.0,2002-04-04,2002-06-27,Spring 2002,"Dentsu, Starchild Records, Imagica, Rakuonsha, King Records",ADV Films,"Gainax, Madhouse",Original,R+ - Mild Nudity,72414,326,2950,36280.0,3238,3222.0,26724.0,2002.0
7.26,1643,"Drama, Romance, Supernatural",Movie,1.0,2005-02-05,2005-02-05,Winter 2005,"Frontier Works, Visual Art's","ADV Films, Funimation",Toei Animation,Visual novel,PG-13 - Teens 13 or older,54973,128,639,41627.0,622,521.0,11564.0,2005.0
7.26,1644,"Action, Sci-Fi, Adventure, Mystery, Drama, Shoujo",TV,11.0,2006-04-14,2006-06-23,Spring 2006,"Dentsu, SKY Perfect Well Think, Fuji TV, Asmik Ace, Sony Music Entertainment",Funimation,Bones,Manga,R - 17+ (violence & profanity),62965,377,1898,36840.0,1618,1839.0,20770.0,2006.0
7.26,1645,"Action, Magic, Romance, Fantasy, Shounen",TV,24.0,2007-04-13,2007-09-21,Spring 2007,Unknown,Funimation,Gonzo,Light novel,PG-13 - Teens 13 or older,375013,2144,16267,261233.0,12050,15402.0,70061.0,2007.0
7.26,1646,"Action, Adventure, Comedy, Drama, Fantasy, Kids",Movie,1.0,2007-07-15,2007-07-15,Summer 2007,Studio Jack,"VIZ Media, The Pokemon Company International",OLM,Game,PG - Children,82582,95,438,77975.0,198,232.0,3739.0,2007.0
7.26,1647,"Adventure, Drama, Fantasy, Shoujo, Shounen Ai",TV,24.0,2010-04-12,2010-09-20,Spring 2010,Unknown,Funimation,J.C.Staff,Manga,R - 17+ (violence & profanity),82844,1030,5730,39669.0,4285,5599.0,27561.0,2010.0
7.26,1648,"Hentai, School, Yuri",OVA,1.0,2010-07-30,2010-07-30,Summer 2010,Unknown,Unknown,ChuChu,Visual novel,Rx - Hentai,43248,516,2188,28516.0,848,0.0,11048.0,2010.0
7.26,1649,"Romance, School",OVA,6.0,2011-06-11,2011-08-05,Spring 2011,Unknown,Unknown,AIC,Visual novel,PG-13 - Teens 13 or older,47879,49,979,36191.0,682,432.0,0.0,2011.0
7.26,1650,"Action, Mystery, Historical, Supernatural",TV,12.0,2011-07-16,2011-10-01,Summer 2011,"TV Tokyo, Kadokawa Shoten, Kadokawa Pictures Japan, KlockWorx, NTT Docomo, Dwango",Funimation,Gainax,Light novel,R - 17+ (violence & profanity),126249,521,6489,62879.0,5758,6523.0,44600.0,2011.0
7.26,1651,"Comedy, School",ONA,6.0,2012-09-27,2012-10-31,Summer 2012,Unknown,Sentai Filmworks,Kyoto Animation,Light novel,PG-13 - Teens 13 or older,109113,176,2172,87608.0,1192,1004.0,17137.0,2012.0
7.26,1652,"Slice of Life, Comedy, School, Seinen",TV,12.0,2013-07-06,2013-09-21,Summer 2013,"Media Factory, Showgate",Sentai Filmworks,Studio Gokumi,4-koma manga,PG-13 - Teens 13 or older,153668,890,10022,69795.0,7226,7724.0,58901.0,2013.0
7.26,1653,"Harem, Comedy, Romance, School",TV,10.0,2013-10-10,2013-12-12,Fall 2013,"DAX Production, Studio Jack, MAGES.",Sentai Filmworks,Diomedéa,Light novel,PG-13 - Teens 13 or older,333922,1484,12730,236811.0,5745,0.0,70691.0,2013.0
7.26,1654,"Game, Psychological",TV,12.0,2014-04-04,2014-06-20,Spring 2014,"Magic Capsule, Warner Bros. Japan, Showgate",Funimation,J.C.Staff,Card game,R - 17+ (violence & profanity),128417,604,5985,69860.0,3803,6537.0,42232.0,2014.0
7.26,1655,"Sci-Fi, Police, Psychological, Mecha",TV,10.0,2015-04-05,2015-06-14,Spring 2015,TOHO animation,Funimation,Production I.G,Manga,R - 17+ (violence & profanity),36984,48,1940,16850.0,1288,1374.0,15532.0,2015.0
7.26,1656,"Action, Horror, Supernatural, Drama, Fantasy",TV,12.0,2016-04-08,2016-07-01,Spring 2016,"Aniplex, Dentsu, Fuji TV, Kyoraku Industrial Holdings, Kansai Telecasting","Funimation, Crunchyroll",Wit Studio,Original,R - 17+ (violence & profanity),592987,2768,43587,395731.0,13782,24728.0,115159.0,2016.0
7.26,1657,"Comedy, Romance, School, Seinen",TV,12.0,2016-07-08,2016-09-23,Summer 2016,"TBS, DAX Production, ASCII Media Works, King Records",Maiden Japan,feel.,Manga,PG-13 - Teens 13 or older,213851,579,15284,114481.0,6912,8160.0,69014.0,2016.0
7.26,1658,"Action, Military, Comedy, Supernatural, Romance, Fantasy",TV,11.0,2017-01-14,2017-03-25,Winter 2017,"Aniplex, Mainichi Broadcasting System, Movic, Visual Art's, Magic Capsule, ASCII Media Works, Bushiroad, Tokyo MX, BS11, Lawson",Unknown,8bit,Visual novel,PG-13 - Teens 13 or older,91071,424,5344,54425.0,2596,3442.0,25264.0,2017.0
7.26,1659,"Comedy, Demons, Fantasy, Romance, Shounen",TV,12.0,2018-10-11,2018-12-27,Fall 2018,"Aniplex, Square Enix, Movic, Studio Mausu, Tokyo MX, Q-Tec, ABC Animation, CA-Cygames Anime Fund",Unknown,LIDENFILMS,4-koma manga,PG-13 - Teens 13 or older,65531,245,5986,30074.0,2451,4636.0,22384.0,2018.0
7.26,1660,"Slice of Life, Drama",TV,12.0,2020-10-13,2020-12-29,Fall 2020,"Pony Canyon, Infinite",Funimation,"P.A. Works, Studio 3Hz",Game,PG-13 - Teens 13 or older,11749,124,1168,2849.0,210,273.0,7249.0,2020.0
7.25,1661,"Adventure, Fantasy",Movie,1.0,1989-07-15,1989-07-15,Summer 1989,Unknown,"Funimation, Discotek Media",Tokyo Movie Shinsha,Picture book,G - All Ages,8061,32,113,5818.0,73,0.0,1985.0,1989.0
7.25,1662,"Adventure, Fantasy, Kids, Sci-Fi, Shounen",Movie,1.0,1994-03-12,1994-03-12,Winter 1994,Unknown,Unknown,Unknown,Unknown,PG - Children,3608,1,40,3062.0,29,85.0,392.0,1994.0
7.25,1663,"Adventure, Comedy, Drama, Military, Sci-Fi, Space",OVA,10.0,1994-10-01,1996-08-01,Fall 1994,d-rights,Nozomi Entertainment,Studio Deen,Unknown,PG-13 - Teens 13 or older,7775,11,333,4372.0,325,191.0,2554.0,1994.0
7.25,1664,"Comedy, Fantasy, Kids, Sci-Fi, Shounen",Movie,1.0,2000-03-04,2000-03-04,Winter 2000,Unknown,Unknown,Unknown,Unknown,PG - Children,1936,4,28,1452.0,26,69.0,361.0,2000.0
